gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
620996332																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2583							Male	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1																			2003-05-06				2003	5	6											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4 mi. SE of Bloomington													40.4431700000	-88.9397200000						40.4431700° N	88.9397200° W																																															Agelaius phoeniceus							Agelaius phoeniceus	Animalia	Chordata	Aves	Passeriformes	Icteridae		Agelaius				phoeniceus										
620996331																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2582							Male	adult								Stomach Contents - 1; Skin - 1; Frozen Tissue - 1																			2003-12-16				2003	12	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4.75 mi. SW of Bloomington													40.4354800000	-89.0576100000						40.4354800° N	89.0576100° W																																															Picoides pubescens							Picoides pubescens	Animalia	Chordata	Aves	Piciformes	Picidae		Picoides				pubescens										
620996330																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2581							Female	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1								rural											2003-12-13				2003	12	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Carlock													40.5822200000	-89.1319400000						40.5822200° N	89.1319400° W																																															Picoides pubescens							Picoides pubescens	Animalia	Chordata	Aves	Piciformes	Picidae		Picoides				pubescens										
620996329																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2580							Female	immature								Frozen Tissue - 1; Skin - 1																			2003-09-29				2003	9	29											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4.75 mi. NW of Bloomington													40.5328300000	-89.0576100000						40.5328300° N	89.0576100° W																																															Dumetella carolinensis							Dumetella carolinensis	Animalia	Chordata	Aves	Passeriformes	Mimidae		Dumetella				carolinensis										
620996328																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2579							Female	immature								Skin - 1; Frozen Tissue - 1																			2003-08-31				2003	8	31											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Molothrus ater							Molothrus ater	Animalia	Chordata	Aves	Passeriformes	Icteridae		Molothrus				ater										
620996327																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2578							Male	immature								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1								I.S.U. campus											2001-09-20				2001	9	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Oreothlypis peregrina							Vermivora peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae		Vermivora				peregrina										
620996326																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2577							Male	adult								Skin - 1; Frozen Tissue - 1																			2000-04-11				2000	4	11											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Carpodacus mexicanus							Carpodacus mexicanus	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Carpodacus				mexicanus										
620996325																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2576							Female	immature								Frozen Tissue - 1; Skin - 1																			1999-08-25				1999	8	25											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Carpodacus mexicanus							Carpodacus mexicanus	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Carpodacus				mexicanus										
620996324																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2575							Male	No Data								Stomach Contents - 1; Skin - 1																			2002-05-23				2002	5	23											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		1.33 mi. NW of Hudson													40.6194600000	-89.0051700000						40.6194600° N	89.0051700° W																																															Sitta carolinensis							Sitta carolinensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta				carolinensis										
620996323																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2574							Unknown	adult								Stomach Contents - 1; Skin - 1; Frozen Tissue - 1																			2003-05-31				2003	5	31											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Gillum																																																																				Turdus migratorius							Turdus migratorius	Animalia	Chordata	Aves	Passeriformes	Turdidae		Turdus				migratorius										
620996322																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2573							Male	adult								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			2002-05-24				2002	5	24											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		1.75 mi. NW of Hudson													40.6237600000	-89.0108400000						40.6237600° N	89.0108400° W																																															Picoides pubescens							Picoides pubescens	Animalia	Chordata	Aves	Piciformes	Picidae		Picoides				pubescens										
620996321																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2572							Male	adult								Frozen Tissue - 1; Skin - 1								I.S.U. campus											1999-10-04				1999	10	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Sphyrapicus varius							Sphyrapicus varius	Animalia	Chordata	Aves	Piciformes	Picidae		Sphyrapicus				varius										
620996320																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2571							Male	adult								Frozen Tissue - 1; Skin - 1																			2001-08-15				2001	8	15											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Quiscalus quiscula							Quiscalus quiscula	Animalia	Chordata	Aves	Passeriformes	Icteridae		Quiscalus				quiscula										
620996319																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2570							Male	adult								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			2000-05-13				2000	5	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. ENE of Bloomington													40.5118700000	-88.9055900000						40.5118700° N	88.9055900° W																																															Agelaius phoeniceus							Agelaius phoeniceus	Animalia	Chordata	Aves	Passeriformes	Icteridae		Agelaius				phoeniceus										
620996318																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2569							Male	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1																			1990-07-18				1990	7	18											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. WNW Lexington													40.6690900000	-88.8715600000						40.6690900° N	88.8715600° W																																															Troglodytes aedon							Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				aedon										
620996317																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2568							Male	adult								Stomach Contents - 1; Skin - 1; Frozen Tissue - 1																			1989-07-15				1989	7	15											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. WNW of Lexington													40.6690900000	-88.8715600000						40.6690900° N	88.8715600° W																																															Troglodytes aedon							Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				aedon										
620996316																																							2010-06-25 00:00:00.0																				ISU	Birds			PreservedSpecimen					2567							Female	immature								Frozen Tissue - 1; Skin - 1																			2003-07-30				2003	7	30											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Molothrus ater							Molothrus ater	Animalia	Chordata	Aves	Passeriformes	Icteridae		Molothrus				ater										
620996315																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2566							Female	immature								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1								I.S.U. campus											2002-10-08				2002	10	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Sphyrapicus varius							Sphyrapicus varius	Animalia	Chordata	Aves	Piciformes	Picidae		Sphyrapicus				varius										
620996314																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2565							Male	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1								I.S.U. campus											2003-05-07				2003	5	7											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Oreothlypis peregrina							Vermivora peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae		Vermivora				peregrina										
620996313																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2564							Male	No Data								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1								I.S.U. campus											2003-10-22				2003	10	22											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996312																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2563							Unknown	No Data								Stomach Contents - 1; Skin - 1; Frozen Tissue - 1								I.S.U. campus											2000-11-21				2000	11	21											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996311																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2562							Male	immature								Skin - 1; Stomach Contents - 1; Frozen Tissue - 1																			2000-10-16				2000	10	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4.4 mi. SE of Bloomington													40.4390600000	-88.9343300000						40.4390600° N	88.9343300° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996310																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2561							Female	adult								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1								Hwy 150 just S jct. with 1800 E.											2001-06-26				2001	6	26											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Old Town Township																																																																				Turdus migratorius							Turdus migratorius	Animalia	Chordata	Aves	Passeriformes	Turdidae		Turdus				migratorius										
620996309																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2560							Male	immature								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1								I.S.U. campus											2001-09-20				2001	9	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Bombycilla cedrorum							Bombycilla cedrorum	Animalia	Chordata	Aves	Passeriformes	Bombycillidae		Bombycilla				cedrorum										
620996308																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2559							Male	immature								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			2000-10-04				2000	10	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Regulus satrapa							Regulus satrapa	Animalia	Chordata	Aves	Passeriformes	Regulidae		Regulus				satrapa										
620996307																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2557							Male	immature								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1																			2002-12-11				2002	12	11											Illinois, United States of America	North America				United States of America		Illinois			Illinois																																																																				Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996306																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2558							Male	immature								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1																			2002-09-09				2002	9	9																																																																																									Seiurus aurocapillus							Seiurus aurocapillus	Animalia	Chordata	Aves	Passeriformes	Parulidae		Seiurus				aurocapillus										
620996305																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2554							Male	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1																			1993-05-05				1993	5	5											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. WNW of Lexington													40.6690900000	-88.8715600000						40.6690900° N	88.8715600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996304																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2553							Female	immature								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1								I.S.U. campus											2002-11-03				2002	11	3											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620996303																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2552							Male	immature								Frozen Tissue - 1; Skin - 1																			2003-09-22				2003	9	22											Tazewell, Illinois, United States of America	North America				United States of America		Illinois	Tazewell		1.4 mi. NE of Mackinaw													40.5512900000	-89.3386200000						40.5512900° N	89.3386200° W																																															Dumetella carolinensis							Dumetella carolinensis	Animalia	Chordata	Aves	Passeriformes	Mimidae		Dumetella				carolinensis										
620996302																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2551							Male	immature								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			2001-12-07				2001	12	7											Tazewell, Illinois, United States of America	North America				United States of America		Illinois	Tazewell		Tazewell County													40.5333300000	-89.5500000000						40.5333300° N	89.5500000° W																																															Sitta canadensis							Sitta canadensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta				canadensis										
620996301																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2550							Unknown	No Data								Skin - 1																			2002-10-27				2002	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Junco hyemalis							Junco hyemalis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Junco				hyemalis										
620996300																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2549							Male	adult								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			2000-05-09				2000	5	9											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Danvers													40.5294400000	-89.1772200000						40.5294400° N	89.1772200° W																																															Dumetella carolinensis							Dumetella carolinensis	Animalia	Chordata	Aves	Passeriformes	Mimidae		Dumetella				carolinensis										
620996299																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2548							Female	adult								Skin - 1; Stomach Contents - 1; Frozen Tissue - 1																			2001-05-17				2001	5	17											North Carolina, United States of America	North America				United States of America		North Carolina			North Carolina													36.1316700000	-79.4127800000						36.1316700° N	79.4127800° W																																															Thryothorus ludovicianus							Thryothorus ludovicianus	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Thryothorus				ludovicianus										
620996298																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2547							Male	adult								Frozen Tissue - 1; Stomach Contents - 1; Skin - 1																			1991-09-04				1991	9	4											Illinois, United States of America	North America				United States of America		Illinois			Illinois																																																																				Catharus ustulatus							Catharus ustulatus	Animalia	Chordata	Aves	Passeriformes	Turdidae		Catharus				ustulatus										
620996297																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2546							Female	immature								Frozen Tissue - 1; Skin - 1																			1999-07-06				1999	7	6											Bureau, Illinois, United States of America	North America				United States of America		Illinois	Bureau		Depue													41.3241700000	-89.3066700000						41.3241700° N	89.3066700° W																																															Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620996296																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2545							Male	adult								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1								I.S.U. campus											1999-05-03				1999	5	3											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Piranga olivacea							Piranga olivacea	Animalia	Chordata	Aves	Passeriformes	Thraupidae		Piranga				olivacea										
620996295																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2544							Unknown	adult								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1																			1996-09-28				1996	9	28											Illinois, United States of America	North America				United States of America		Illinois			Illinois																																																																				Catharus ustulatus							Catharus ustulatus	Animalia	Chordata	Aves	Passeriformes	Turdidae		Catharus				ustulatus										
620996294																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2543							Male	immature								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1																			2001-04-08				2001	4	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Catharus guttatus							Catharus guttatus	Animalia	Chordata	Aves	Passeriformes	Turdidae		Catharus				guttatus										
620996293																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2542							Male	adult								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1																			2003-05-10				2003	5	10											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4.5 mi. NW of Normal													40.5602700000	-89.0512200000						40.5602700° N	89.0512200° W																																															Toxostoma rufum							Toxostoma rufum	Animalia	Chordata	Aves	Passeriformes	Mimidae		Toxostoma				rufum										
620996292																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2541							Female	adult								Frozen Tissue - 1; Skin - 1								WILL tower											2003-05-09				2003	5	9											Piatt, Illinois, United States of America	North America				United States of America		Illinois	Piatt		5.5 mi. W of Monticello, WILL-TV													40.0277300000	-88.6774400000						40.0277300° N	88.6774400° W																																															Dumetella carolinensis							Dumetella carolinensis	Animalia	Chordata	Aves	Passeriformes	Mimidae		Dumetella				carolinensis										
620996291																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2540							Female	adult								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1																			2003-05-07				2003	5	7											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Molothrus ater							Molothrus ater	Animalia	Chordata	Aves	Passeriformes	Icteridae		Molothrus				ater										
620996290																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2539							Female	immature								Skin - 1; Stomach Contents - 1; Frozen Tissue - 1																			2003-05-31				2003	5	31											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5.4 mi. SE of Bloomington													40.4288100000	-88.9208500000						40.4288100° N	88.9208500° W																																															Sturnus vulgaris							Sturnus vulgaris	Animalia	Chordata	Aves	Passeriformes	Sturnidae		Sturnus				vulgaris										
620996289																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2538							Female	immature								Frozen Tissue - 1; Skin - 1																			2003-06-14				2003	6	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Passer domesticus							Passer domesticus	Animalia	Chordata	Aves	Passeriformes	Passeridae		Passer				domesticus										
620996288																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2537							Female	immature								Skin - 1; Stomach Contents - 1; Frozen Tissue - 1																			2002-05-31				2002	5	31											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Quiscalus quiscula							Quiscalus quiscula	Animalia	Chordata	Aves	Passeriformes	Icteridae		Quiscalus				quiscula										
620996287																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2536							Female	immature								Frozen Tissue - 1; Skin - 1																			2003-09-20				2003	9	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Geothlypis trichas							Geothlypis trichas	Animalia	Chordata	Aves	Passeriformes	Parulidae		Geothlypis				trichas										
620996286																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2535							Male	adult								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1																			2003-06-13				2003	6	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Carpodacus mexicanus							Carpodacus mexicanus	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Carpodacus				mexicanus										
620996285																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2534							Male	adult								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1								I.S.U. campus											2003-05-16				2003	5	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Oreothlypis peregrina							Vermivora peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae		Vermivora				peregrina										
620996284																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2533							Male	immature								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1																			2003-06-14				2003	6	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Passer domesticus							Passer domesticus	Animalia	Chordata	Aves	Passeriformes	Passeridae		Passer				domesticus										
620996283																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2532							Male	adult								Stomach Contents - 1; Skin - 1; Frozen Tissue - 1																			2002-06-10				2002	6	10											Livingston, Illinois, United States of America	North America				United States of America		Illinois	Livingston		Flanagan													40.8780600000	-88.8611100000						40.8780600° N	88.8611100° W																																															Cyanocitta cristata							Cyanocitta cristata	Animalia	Chordata	Aves	Passeriformes	Corvidae		Cyanocitta				cristata										
620996282																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2531							Female	adult								Frozen Tissue - 1; Skin - 1																			2003-10-27				2003	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Melospiza melodia							Melospiza melodia	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Melospiza				melodia										
620996281																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2530							Female	immature								Stomach Contents - 1; Frozen Tissue - 1; Skin - 1																			2002-07-28				2002	7	28											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		6.5 mi. SE of Bloomington													40.4175300000	-88.9060300000						40.4175300° N	88.9060300° W																																															Carpodacus mexicanus							Carpodacus mexicanus	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Carpodacus				mexicanus										
620996280																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2529							Male	adult								Frozen Tissue - 1; Skin - 1; Stomach Contents - 1																			2001-05-16				2001	5	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Lake Evergreen													40.6395000000	-89.0366600000						40.6395000° N	89.0366600° W																																															Baeolophus bicolor							Baeolophus bicolor	Animalia	Chordata	Aves	Passeriformes	Paridae		Baeolophus				bicolor										
620996279																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2528							Male	adult								Skin - 1; Stomach Contents - 1; Frozen Tissue - 1																			2003-05-19				2003	5	19											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Lake Evergreen													40.6395000000	-89.0366600000						40.6395000° N	89.0366600° W																																															Poecile atricapillus							Poecile atricapillus	Animalia	Chordata	Aves	Passeriformes	Paridae		Poecile				atricapillus										
620996278																																							2010-06-24 00:00:00.0																				ISU	Birds			PreservedSpecimen					2527							Female	adult								Skin - 1; Frozen Tissue - 1; Stomach Contents - 1																			2003-05-16				2003	5	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Lake Evergreen													40.6395000000	-89.0366600000						40.6395000° N	89.0366600° W																																															Vireo solitarius							Vireo solitarius	Animalia	Chordata	Aves	Passeriformes	Vireonidae		Vireo				solitarius										
