gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
620994912																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					210							Female	adult								Skel - 1																			1965-04-24				1965	4	24											Livingston, Illinois, United States of America	North America				United States of America		Illinois	Livingston		Dwight													41.0944400000	-88.4250000000						41.0944400° N	88.4250000° W																																															Scolopax minor							Scolopax minor	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Scolopax				minor										
620994911																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					207							Male	adult								Skin - 1																			1959-08-21				1959	8	21											Wakulla, Florida, United States of America	North America				United States of America		Florida	Wakulla		Shell Point													30.0569400000	-84.2897200000						30.0569400° N	84.2897200° W																																															Pluvialis squatarola							Pluvialis squatarola	Animalia	Chordata	Aves	Charadriiformes	Charadriidae		Pluvialis				squatarola										
620994910																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					206							Male	adult								Skin - 1								unknown locality																																																																																																										Charadrius vociferus							Charadrius vociferus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae		Charadrius				vociferus										
620994909																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					202							Male	No Data								Skin - 1								22. mi. N. of Khumaga											1966-12-05				1966	12	5											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																															Vanellus coronatus							Vanellus coronatus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae		Vanellus				coronatus										
620994908																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					201							Unknown	No Data								Skin - 1																			1871-09-01				1871	9	1											New York, United States of America	North America				United States of America		New York			Coney Island													40.5777800000	-73.9944400000						40.5777800° N	73.9944400° W																																															Arenaria interpres							Arenaria interpres	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Arenaria				interpres										
620994907																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					200							Male	adult								Skin - 1								Locality suspect CK Worthen											1877-08-09				1877	8	9																																																																																									Charadrius semipalmatus							Charadrius semipalmatus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae		Charadrius				semipalmatus										
620994906																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					197							Male	No Data								Skin - 1								1. mi. E. of Khumaga											1966-10-23				1966	10	23											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																															Lophotis ruficrista							Lophotis ruficrista	Animalia	Chordata	Aves	Gruiformes	Otididae		Lophotis				ruficrista										
620994905																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					196							Female	No Data								Skel - 1								40 mi. NE of Khumaga, Botswana, Africa											1966-12-13				1966	12	13											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																																																											
620994904																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					195							Female	No Data								Skin - 1								25 mi. NE of Bushman Pits, Nyai Pan, Botswana, Africa											1967-02-28				1967	2	28											Botswana	Africa				Botswana					Republic of Botswana																																																																				Turnix sylvatica							Turnix sylvatica	Animalia	Chordata	Aves	Gruiformes	Turnicidae		Turnix				sylvatica										
620994903																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					194							Unknown	No Data								Skin - 1								unknown locality																																																																																																										Rallus elegans							Rallus elegans	Animalia	Chordata	Aves	Gruiformes	Rallidae		Rallus				elegans										
620994902																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					193							Male	adult								Skel - 1																			1948-04-24				1948	4	24											Levy, Florida, United States of America	North America				United States of America		Florida	Levy		Cedar Key													29.1383300000	-83.0352800000						29.1383300° N	83.0352800° W																																															Rallus longirostris							Rallus longirostris	Animalia	Chordata	Aves	Gruiformes	Rallidae		Rallus				longirostris										
620994901																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					192							Male	adult								Skin - 1								locality suspect CK Worthen											1878-05-08				1878	5	8																																																																																									Rallus limicola							Rallus limicola	Animalia	Chordata	Aves	Gruiformes	Rallidae		Rallus				limicola										
620994900																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					191							Male	adult								Skin - 1								Ash Park											1969-10-27				1969	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Rallus limicola							Rallus limicola	Animalia	Chordata	Aves	Gruiformes	Rallidae		Rallus				limicola										
620994899																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					190							Female	No Data								Skin - 1								ISU Campus											1965-04-12				1965	4	12											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Coturnix noveboracensis							Coturnix noveboracensis	Animalia	Chordata	Aves	Gruiformes	Rallidae		Coturnix				noveboracensis										
620994898																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					189							Male	No Data								Skin - 1								1 mi. N of Khumaha, Botswana, Africa											1967-05-26				1967	5	26											Botswana	Africa				Botswana					Republic of Botswana																																																																				Amaurornis flavirostra							Amaurornis flavirostra	Animalia	Chordata	Aves	Gruiformes	Rallidae		Amaurornis				flavirostra										
620994897																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					186							Male	adult								Skin - 1																			1969-04-24				1969	4	24											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Porzana Carolina							Porzana Carolina	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porzana				Carolina										
620994896																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					185							Male	adult								Skin - 1																			1968-05-09				1968	5	9											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Porzana Carolina							Porzana Carolina	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porzana				Carolina										
620994895																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					182							Male	adult								Skin - 1								N. Leon TV Tower											1964-02-18				1964	2	18											Leon, Florida, United States of America	North America				United States of America		Florida	Leon		Leon County													30.4944400000	-84.2083300000						30.4944400° N	84.2083300° W																																															Porzana Carolina							Porzana Carolina	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porzana				Carolina										
620994894																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					181							Male	adult								Skin - 1								Lake Winder											1876-06-01				1876	6												Brevard, Florida, United States of America	North America				United States of America		Florida	Brevard		Brevard County													28.2916700000	-80.7494400000						28.2916700° N	80.7494400° W																																															Porphyrula martinica							Porphyrula martinica	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porphyrula				martinica										
620994893																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					180							Female	adult								Skin - 1																			1964-04-13				1964	4	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Hudson													40.6058300000	-88.9872200000						40.6058300° N	88.9872200° W																																															Porphyrula martinica							Porphyrula martinica	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porphyrula				martinica										
620994892																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					179							Male	immature								Skin - 1																			1881-08-31				1881	8	31											Cook, Illinois, United States of America	North America				United States of America		Illinois	Cook		Chicago													41.8500000000	-87.6500000000						41.8500000° N	87.6500000° W																																															Gallinula chloropus							Gallinula chloropus	Animalia	Chordata	Aves	Gruiformes	Rallidae		Gallinula				chloropus										
620994891																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					177							Unknown	adult								Skin - 1								unknown locality																																																																																																										Gallinula chloropus							Gallinula chloropus	Animalia	Chordata	Aves	Gruiformes	Rallidae		Gallinula				chloropus										
620994890																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					176							Male	adult								Skin - 1								Unknown locality CK Worthen											1878-04-13				1878	4	13																																																																																									Fulica americana							Fulica americana	Animalia	Chordata	Aves	Gruiformes	Rallidae		Fulica				americana										
620994889																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					175							Unknown	adult								Skin - 1																			1971-05-15				1971	5	15											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4 mi. E of Kappa													40.6758100000	-88.9313500000						40.6758100° N	88.9313500° W																																															Fulica americana							Fulica americana	Animalia	Chordata	Aves	Gruiformes	Rallidae		Fulica				americana										
620994888																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					174							Male	immature								Skel - 1								unknown locality																																																																																																										Fulica americana							Fulica americana	Animalia	Chordata	Aves	Gruiformes	Rallidae		Fulica				americana										
620994887																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					173							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994886																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					172							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994885																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					171							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994884																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					170							Unknown	No Data								Skel - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994883																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					169							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994882																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					168							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994881																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					167							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Phasianidae							Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae																
620994880																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					166							Male	adult								Nest - 1								Fisheating Creek											1967-03-02				1967	3	2											Glades, Florida, United States of America	North America				United States of America		Florida	Glades		Glades County													26.9583300000	-81.1666700000						26.9583300° N	81.1666700° W																																															Meleagris gallopavo							Meleagris gallopavo	Animalia	Chordata	Aves	Galliformes	Phasianidae		Meleagris				gallopavo										
620994879																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					165							Male	No Data								Skin - 1								Lake Bloomington											1964-04-18				1964	4	18											Illinois, United States of America	North America				United States of America		Illinois			McLean County																																																																				Phasianus colchicus							Phasianus colchicus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Phasianus				colchicus										
620994878																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					164							Female	adult								Skel - 1																			1971-10-16				1971	10	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		10 mi. N of Normal													40.6591000000	-88.9905600000						40.6591000° N	88.9905600° W																																															Phasianus colchicus							Phasianus colchicus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Phasianus				colchicus										
620994877																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					163							Female	No Data								Skin - 1																			1964-04-24				1964	4	24											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Phasianus colchicus							Phasianus colchicus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Phasianus				colchicus										
620994876																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					162							Female	adult								Skel - 1																			1971-04-01				1971	4												McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. E of Bloomington													40.4841300000	-88.8983400000						40.4841300° N	88.8983400° W																																															Phasianus colchicus							Phasianus colchicus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Phasianus				colchicus										
620994875																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					161							Male	adult								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Chrysolophus amherstiae							Chrysolophus amherstiae	Animalia	Chordata	Aves	Galliformes	Phasianidae		Chrysolophus				amherstiae										
620994874																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					160							Male	adult								Skin - 1								25 mi. NE of Bushman Pits, Nyai Pan, Botswana, Africa											1967-02-12				1967	2	12											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																															Coturnix delegorguei							Coturnix delegorguei	Animalia	Chordata	Aves	Galliformes	Phasianidae		Coturnix				delegorguei										
620994873																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					159							Male	adult								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Perdix perdix							Perdix perdix	Animalia	Chordata	Aves	Galliformes	Phasianidae		Perdix				perdix										
620994872																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					158							Male	adult								Skin - 1																			1971-04-03				1971	4	3											Midland, Texas, United States of America	North America				United States of America		Texas	Midland		21 mi. S of Midland													31.6924400000	-102.0775000000						31.6924400° N	102.0775000° W																																															Callipepla squamata							Callipepla squamata	Animalia	Chordata	Aves	Galliformes	Odontiphoridae		Callipepla				squamata										
620994871																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					157							Male	adult								Skin								2 mi. NW of Khumaga, Botswana											1966-11-16				1966	11	16											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																															Francolinus adspersus							Francolinus adspersus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Francolinus				adspersus										
620994870																																							2010-11-19 00:00:00.0																				ISU	Birds			PreservedSpecimen					156							Male	adult								Skel - 1								16 mi. E of Bushman Pits, Botswana											1967-06-09				1967	6	9											Botswana	Africa				Botswana					Republic of Botswana													-22.0000000000	24.0000000000						22.0000000° S	24.0000000° E																																															Francolinus levaillantoides							Francolinus levaillantoides	Animalia	Chordata	Aves	Galliformes	Phasianidae		Francolinus				levaillantoides										
620994869																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					155							Female	No Data								Skin - 1								Brookfield Zoo											1963-09-18				1963	9	18											Cook, Illinois, United States of America	North America				United States of America		Illinois	Cook		Chicago													41.8500000000	-87.6500000000						41.8500000° N	87.6500000° W																																															Colinus virginianus							Colinus virginianus	Animalia	Chordata	Aves	Galliformes	Odontiphoridae		Colinus				virginianus										
620994868																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					153							Female	adult								Skin - 1								unknown locality																																																																																																										Colinus virginianus							Colinus virginianus	Animalia	Chordata	Aves	Galliformes	Odontiphoridae		Colinus				virginianus										
620994867																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					152							Male	adult								Skin - 1								Locality suspect CK Worthen											1878-12-30				1878	12	30																																																																																									Bonasa umbellus							Bonasa umbellus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Bonasa				umbellus										
620994866																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					151							Male	adult								Skin - 1								Lake St. John											1875-12-11				1875	12	11											Ontario, Canada	North America				Canada		Ontario			Orillia													44.6000000000	-79.4166700000						44.6000000° N	79.4166700° W																																															Lagopus lagopus							Lagopus lagopus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Lagopus				lagopus										
620994865																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					150							Unknown	No Data								Skin - 1								unknown locality																																																																																																										Tympanuchus cupido							Tympanuchus cupido	Animalia	Chordata	Aves	Galliformes	Phasianidae		Tympanuchus				cupido										
620994864																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					149							Female	No Data								Skin - 1								unknown locality																																																																																																										Tympanuchus cupido							Tympanuchus cupido	Animalia	Chordata	Aves	Galliformes	Phasianidae		Tympanuchus				cupido										
620994863																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					148							Female	adult								Skin								unknown locality																																																																																																										Tympanuchus cupido							Tympanuchus cupido	Animalia	Chordata	Aves	Galliformes	Phasianidae		Tympanuchus				cupido										
620994862																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					147							Female	adult								Skin - 1																			1876-05-03				1876	5	3											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Tympanuchus cupido							Tympanuchus cupido	Animalia	Chordata	Aves	Galliformes	Phasianidae		Tympanuchus				cupido										
620994861																																							2010-04-08 00:00:00.0																				ISU	Birds			PreservedSpecimen					145							Unknown	No Data								Skin - 1								Yorkville Game Farm											1971-03-10				1971	3	10											Kendall, Illinois, United States of America	North America				United States of America		Illinois	Kendall		Kendall County													41.5833300000	-88.4333300000						41.5833300° N	88.4333300° W																																															Bonasa umbellus							Bonasa umbellus	Animalia	Chordata	Aves	Galliformes	Phasianidae		Bonasa				umbellus										
620994860																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					144							Female	adult								Skin - 1																			1953-07-19				1953	7	19																																																																																									Ortalis vetula							Ortalis vetula	Animalia	Chordata	Aves	Galliformes	Cracidae		Ortalis				vetula										
620994859																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					142							Female	No Data								Skel - 1																			1880-10-05				1880	10	5											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620994858																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					141							Female	immature								Skin - 1								locality unknown																																																																																																										Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620994857																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					140							Male	adult								Skin - 1								locality unknown																																																																																																										Falco columbarius							Falco columbarius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				columbarius										
620994856																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					139							Female	No Data								Skin - 1								locality suspect											1877-03-01				1877	3	1											Illinois, United States of America	North America				United States of America		Illinois			warsaw													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Falco columbarius							Falco columbarius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				columbarius										
620994855																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					138							Male	immature								Skin - 1																			1877-09-12				1877	9	12											Texas, United States of America	North America				United States of America		Texas			cook co													33.6119400000	-97.1275000000						33.6119400° N	97.1275000° W																																															Falco mexicanus							Falco mexicanus	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				mexicanus										
620994854																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					137							Female	adult								Skin - 1								locality unknown																																																																																																										Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620994853																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					136							Male	adult								Skin - 1																			1964-01-24				1964	1	24																																																																																									Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620994852																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					135							Male	adult								Skin - 1																			1878-02-10				1878	2	10											Illinois, United States of America	North America				United States of America		Illinois			warsaw													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Circus cyaneus							Circus cyaneus	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Circus				cyaneus										
620994851																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					134							Male	immature								Skin - 1																			1878-10-08				1878	10	8											Illinois, United States of America	North America				United States of America		Illinois			Quincy													39.9355600000	-91.4097200000						39.9355600° N	91.4097200° W																																															Pandion haliaetus							Pandion haliaetus	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Pandion				haliaetus										
620994850																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					133							Female	adult								Skin - 1								Locality Suspect											1876-09-03				1876	9	3											Illinois, United States of America	North America				United States of America		Illinois			warsaw													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Accipiter cooperii							Accipiter cooperii	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Accipiter				cooperii										
620994849																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					132							Male	adult								Skin - 1								locality unknown																																																																																																										Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620994848																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					130							Female	immature								Skin - 1								Locality Suspect											1877-11-10				1877	11	10											Illinois, United States of America	North America				United States of America		Illinois			warsaw													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Circus cyaneus							Circus cyaneus	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Circus				cyaneus										
620994847																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					129							Male	adult								Skin - 1																			1966-01-10				1966	1	10											Woodford, Illinois, United States of America	North America				United States of America		Illinois	Woodford		3.5 mi. S. Eureka													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Buteo lagopus							Buteo lagopus	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Buteo				lagopus										
620994846																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					128							Male	adult								Skin - 1								locality unknown																																																																																																										Buteo lagopus							Buteo lagopus	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Buteo				lagopus										
620994845																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					127							Unknown	No Data								Skin - 1								Locality Suspect Date: April																												Illinois, United States of America	North America				United States of America		Illinois			warsaw													40.3591700000	-91.4344400000						40.3591700° N	91.4344400° W																																															Buteo jamaicensis							Buteo jamaicensis	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Buteo				jamaicensis										
620994844																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					126							Male	adult								Skin - 1																																																																																																																		Buteo jamaicensis							Buteo jamaicensis	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Buteo				jamaicensis										
620994843																																							2010-04-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					124							Unknown	immature								Skin - 1																			1870-05-07				1870	5	7																																																																																									Buteo swainsoni							Buteo swainsoni	Animalia	Chordata	Aves	Falconiformes	Accipitridae		Buteo				swainsoni										
