gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
620995522																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1082							MALE								PRESENT	Skin - 1																		1973-05-02T00:00:00				1973	5	2											Yakima, Washington, United States of America	NORTH_AMERICA				US	Washington	Yakima		23 mi. NW of Yakima									46.83715	-120.84741																																																		Oporornis tolmiei (J.K.Townsend, 1839)							Oporornis tolmiei	Animalia	Chordata	Aves	Passeriformes	Parulidae		Geothlypis	Oporornis			tolmiei			SPECIES				SYNONYM			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.099Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2489608	5789146	1	44	212	729	5263	2489637		5789146	Geothlypis tolmiei	Geothlypis tolmiei (J.K.Townsend, 1839)	Oporornis tolmiei		EML	2023-01-25T12:53:49.099Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.39_1	Yakima			LC	
620995521																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1081							FEMALE								PRESENT	Skin - 1																		1974-03-02T00:00:00				1974	3	2											McLean, Illinois, United States of America	NORTH_AMERICA				US	Illinois	McLean		1 mi. N of Normal									40.52866	-88.99056																																																		Melospiza melodia (A.Wilson, 1810)							Melospiza melodia	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Melospiza	Melospiza			melodia			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.099Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2492196	2492196	1	44	212	729	9608	2492191		2492196	Melospiza melodia	Melospiza melodia (A.Wilson, 1810)	Melospiza melodia		EML	2023-01-25T12:53:49.099Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.14_1	Illinois	USA.14.65_1	McLean			LC	
620995520																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1080							MALE	Adult							PRESENT	Skin - 1																		1973-05-05T00:00:00				1973	5	5											Island, Washington, United States of America	NORTH_AMERICA				US	Washington	Island		Whidbey Island									48.29278	-122.675																																																		Psaltriparus minimus (J.K.Townsend, 1837)							Psaltriparus minimus	Animalia	Chordata	Aves	Passeriformes	Aegithalidae		Psaltriparus	Psaltriparus			minimus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.099Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494988	2494988	1	44	212	729	2878	2494987		2494988	Psaltriparus minimus	Psaltriparus minimus (J.K.Townsend, 1837)	Psaltriparus minimus		EML	2023-01-25T12:53:49.099Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.15_1	Island			LC	
620995519																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1079							FEMALE	Adult							PRESENT	Skin - 1																		1973-05-05T00:00:00				1973	5	5											Island, Washington, United States of America	NORTH_AMERICA				US	Washington	Island		Whidbey Island									48.29278	-122.675																																																		Psaltriparus minimus (J.K.Townsend, 1837)							Psaltriparus minimus	Animalia	Chordata	Aves	Passeriformes	Aegithalidae		Psaltriparus	Psaltriparus			minimus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494988	2494988	1	44	212	729	2878	2494987		2494988	Psaltriparus minimus	Psaltriparus minimus (J.K.Townsend, 1837)	Psaltriparus minimus		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.15_1	Island			LC	
620995518																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1078							MALE	Adult							PRESENT	Skin - 1																		1973-05-05T00:00:00				1973	5	5											Island, Washington, United States of America	NORTH_AMERICA				US	Washington	Island		Whidbey Island									48.29278	-122.675																																																		Poecile rufescens (J.K.Townsend, 1837)							Poecile rufescens	Animalia	Chordata	Aves	Passeriformes	Paridae		Poecile	Poecile			rufescens			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2487783	2487783	1	44	212	729	9327	2487782		2487783	Poecile rufescens	Poecile rufescens (J.K.Townsend, 1837)	Poecile rufescens		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.15_1	Island			LC	
620995517																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1077							FEMALE	Adult							PRESENT	Skin - 1																		1973-05-05T00:00:00				1973	5	5											Island, Washington, United States of America	NORTH_AMERICA				US	Washington	Island		Whidbey Island									48.29278	-122.675																																																		Poecile rufescens (J.K.Townsend, 1837)							Poecile rufescens	Animalia	Chordata	Aves	Passeriformes	Paridae		Poecile	Poecile			rufescens			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2487783	2487783	1	44	212	729	9327	2487782		2487783	Poecile rufescens	Poecile rufescens (J.K.Townsend, 1837)	Poecile rufescens		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.15_1	Island			LC	
620995516																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1076							MALE	Adult							PRESENT	Skin - 1																		1973-06-07T00:00:00				1973	6	7											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		20 mi. WNW of Ellensburg									47.1068	-120.93886																																																		Sitta canadensis Linnaeus, 1766							Sitta canadensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta	Sitta			canadensis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.101Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2484879	2484879	1	44	212	729	5283	2484878		2484879	Sitta canadensis	Sitta canadensis Linnaeus, 1766	Sitta canadensis		EML	2023-01-25T12:53:49.101Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995515																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1075							MALE	Adult							PRESENT	Skin - 1																		1973-06-07T00:00:00				1973	6	7											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		20 mi. WNW of Ellensburg									47.1068	-120.93886																																																		Sitta canadensis Linnaeus, 1766							Sitta canadensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta	Sitta			canadensis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.101Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2484879	2484879	1	44	212	729	5283	2484878		2484879	Sitta canadensis	Sitta canadensis Linnaeus, 1766	Sitta canadensis		EML	2023-01-25T12:53:49.101Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995514																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1074							MALE								PRESENT	Skin - 1																		1973-06-07T00:00:00				1973	6	7											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		20 mi. WNW of Ellensburg									47.1068	-120.93886																																																		Regulus satrapa Lichtenstein, 1823							Regulus satrapa	Animalia	Chordata	Aves	Passeriformes	Regulidae		Regulus	Regulus			satrapa			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2484591	2484591	1	44	212	729	5279	2484589		2484591	Regulus satrapa	Regulus satrapa Lichtenstein, 1823	Regulus satrapa		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995513																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1073							MALE								PRESENT	Skin - 1																		1973-06-07T00:00:00				1973	6	7											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		22 mi. WNW of Ellensburg									47.11773	-120.97807																																																		Melospiza lincolnii (Audubon, 1834)							Melospiza lincolnii	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Melospiza	Melospiza			lincolnii			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2492192	2492192	1	44	212	729	9608	2492191		2492192	Melospiza lincolnii	Melospiza lincolnii (Audubon, 1834)	Melospiza lincolnii		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995512																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1072								Adult							PRESENT	Skin - 1																		1973-05-12T00:00:00				1973	5	12											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NW of Ellensburg									47.09893	-120.69675																																																		Empidonax Cabanis, 1855							Empidonax	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Empidonax	Empidonax						GENUS				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2482766	2482766	1	44	212	729	5291	2482766				Empidonax Cabanis, 1855	Empidonax		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			NE	
620995511																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1071							FEMALE								PRESENT	Skin - 1																		1973-05-24T00:00:00				1973	5	24											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NE of Ellensburg									47.09893	-120.39659																																																		Carpodacus cassinii S.F.Baird, 1854							Carpodacus cassinii	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Haemorhous	Carpodacus			cassinii			SPECIES				SYNONYM			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494506	8255548	1	44	212	729	5242	4844128		8255548	Haemorhous cassinii	Haemorhous cassinii (S.F.Baird, 1854)	Carpodacus cassinii		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995510																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1070							MALE	Adult							PRESENT	Skin - 1																		1973-05-24T00:00:00				1973	5	24											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NE of Ellensburg									47.09893	-120.39659																																																		Sitta carolinensis Latham, 1790							Sitta carolinensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta	Sitta			carolinensis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.100Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2484892	2484892	1	44	212	729	5283	2484878		2484892	Sitta carolinensis	Sitta carolinensis Latham, 1790	Sitta carolinensis		EML	2023-01-25T12:53:49.100Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995509																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1069							MALE	Adult							PRESENT	Skin - 1																		1973-05-24T00:00:00				1973	5	24											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NE of Ellensburg									47.09893	-120.39659																																																		Contopus sordidulus P.L.Sclater, 1859							Contopus sordidulus	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Contopus	Contopus			sordidulus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229754	5229754	1	44	212	729	5291	2483729		5229754	Contopus sordidulus	Contopus sordidulus P.L.Sclater, 1859	Contopus sordidulus		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995508																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1068							FEMALE	Adult							PRESENT	Skin - 1																		1973-05-10T00:00:00				1973	5	10											Grant, Washington, United States of America	NORTH_AMERICA				US	Washington	Grant		6 mi. W. of Quincy									47.23437	-119.9793																																																		Sayornis saya (Bonaparte, 1825)							Sayornis saya	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Sayornis	Sayornis			saya			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2483607	2483607	1	44	212	729	5291	2483605		2483607	Sayornis saya	Sayornis saya (Bonaparte, 1825)	Sayornis saya		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.13_1	Grant			LC	
620995507																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1067								Adult							PRESENT	Skin - 1																		1974-06-14T00:00:00				1974	6	14											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		15 mi. SE of Ellensburg									46.84291	-120.32155																																																		Oreoscoptes montanus (J.K.Townsend, 1837)							Oreoscoptes montanus	Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes	Oreoscoptes			montanus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494973	2494973	1	44	212	729	9321	2494972		2494973	Oreoscoptes montanus	Oreoscoptes montanus (J.K.Townsend, 1837)	Oreoscoptes montanus		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995506																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1066							FEMALE								PRESENT	Skin - 1																		1973-05-20T00:00:00				1973	5	20											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		17 mi. S of Ellensburg									46.75058	-120.54667																																																		Icterus bullockii (Swainson, 1827)							Icterus bullockii	Animalia	Chordata	Aves	Passeriformes	Icteridae		Icterus	Icterus			bullockii			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229864	5229864	1	44	212	729	6176	2484282		5229864	Icterus bullockii	Icterus bullockii (Swainson, 1827)	Icterus bullockii		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.39_1	Yakima			LC	
620995505																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1065							MALE								PRESENT	Skin - 1																		1973-05-12T00:00:00				1973	5	12											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NW of Ellensburg									47.09893	-120.69675																																																		Piranga ludoviciana (A.Wilson, 1811)							Piranga ludoviciana	Animalia	Chordata	Aves	Passeriformes	Cardinalidae		Piranga	Piranga			ludoviciana			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.133Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2488484	2488484	1	44	212	729	9285	2488483		2488484	Piranga ludoviciana	Piranga ludoviciana (A.Wilson, 1811)	Piranga ludoviciana		EML	2023-01-25T12:53:49.133Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995504																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1064							FEMALE	Adult							PRESENT	Skin - 1																		1973-05-29T00:00:00				1973	5	29											Grant, Washington, United States of America	NORTH_AMERICA				US	Washington	Grant		Moses Lake									47.13028	-119.27694																																																		Phalaropus lobatus (Linnaeus, 1758)							Phalaropus lobatus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Phalaropus	Phalaropus			lobatus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.133Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5739290	5739290	1	44	212	7192402	5282	9549339		5739290	Phalaropus lobatus	Phalaropus lobatus (Linnaeus, 1758)	Phalaropus lobatus		EML	2023-01-25T12:53:49.133Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.13_1	Grant			LC	
620995503																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1063							MALE								PRESENT	Skin - 1																		1973-05-24T00:00:00				1973	5	24											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NE of Ellensburg									47.09893	-120.39659																																																		Carpodacus cassinii S.F.Baird, 1854							Carpodacus cassinii	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Haemorhous	Carpodacus			cassinii			SPECIES				SYNONYM			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494506	8255548	1	44	212	729	5242	4844128		8255548	Haemorhous cassinii	Haemorhous cassinii (S.F.Baird, 1854)	Carpodacus cassinii		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995502																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1062							MALE								PRESENT	Skin - 1																		1973-05-19T00:00:00				1973	5	19											Yakima, Washington, United States of America	NORTH_AMERICA				US	Washington	Yakima		13 mi. W of Naches									46.73078	-120.9729																																																		Setophaga coronata (Linnaeus, 1766)							Dendroica coronata	Animalia	Chordata	Aves	Passeriformes	Parulidae		Setophaga	Setophaga			coronata			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	7341805	7341805	1	44	212	729	5263	2489984		7341805	Setophaga coronata	Setophaga coronata (Linnaeus, 1766)	Setophaga coronata		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.39_1	Yakima			LC	
620995501																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1061							MALE								PRESENT	Skin - 1																		1973-05-15T00:00:00				1973	5	15											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. E of Ellensburg									46.99647	-120.33442																																																		Spizella breweri Cassin, 1856							Spizella breweri	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Spizella	Spizella			breweri			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2492099	2492099	1	44	212	729	9608	2492093		2492099	Spizella breweri	Spizella breweri Cassin, 1856	Spizella breweri		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995500																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1060							FEMALE								PRESENT	Skin - 1																		1973-05-24T00:00:00				1973	5	24											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NE of Ellensburg									47.09893	-120.39659																																																		Carpodacus cassinii S.F.Baird, 1854							Carpodacus cassinii	Animalia	Chordata	Aves	Passeriformes	Fringillidae		Haemorhous	Carpodacus			cassinii			SPECIES				SYNONYM			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.132Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2494506	8255548	1	44	212	729	5242	4844128		8255548	Haemorhous cassinii	Haemorhous cassinii (S.F.Baird, 1854)	Carpodacus cassinii		EML	2023-01-25T12:53:49.132Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
620995499																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1059							MALE								PRESENT	Skin - 1																		1973-05-05T00:00:00				1973	5	5											Island, Washington, United States of America	NORTH_AMERICA				US	Washington	Island		Whidbey Island									48.29278	-122.675																																																		Melospiza melodia (A.Wilson, 1810)							Melospiza melodia	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Melospiza	Melospiza			melodia			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.134Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2492196	2492196	1	44	212	729	9608	2492191		2492196	Melospiza melodia	Melospiza melodia (A.Wilson, 1810)	Melospiza melodia		EML	2023-01-25T12:53:49.134Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.15_1	Island			LC	
620995498																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					1058							FEMALE	Adult							PRESENT	Skin - 1																		1973-05-12T00:00:00				1973	5	12											Kittitas, Washington, United States of America	NORTH_AMERICA				US	Washington	Kittitas		10 mi. NW of Ellensburg									47.09893	-120.69675																																																		Sialia currucoides (Bechstein, 1798)							Sialia currucoides	Animalia	Chordata	Aves	Passeriformes	Turdidae		Sialia	Sialia			currucoides			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.133Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2490935	2490935	1	44	212	729	5290	2490934		2490935	Sialia currucoides	Sialia currucoides (Bechstein, 1798)	Sialia currucoides		EML	2023-01-25T12:53:49.133Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.48_1	Washington	USA.48.19_1	Kittitas			LC	
